#Standard Solar Model (BP2004)
#
#astro-ph/0402114
#
#Columns in the Standard Model table (below) represent:
#
#1)  Mass fraction in units of the solar mass
#2)  Radius of the zone in units of one solar radius
#3)  Temperature in units of deg (K)
#4)  Density in units of g/cm^3
#5)  Pressure in units of dyn/cm^2
#6)  Luminosity fraction in units of the solar luminosity
#7)  X(^1H): the hydrogen mass fraction
#8)  X(^4He): the helium 4 mass fraction
#9)  X(^3He): the helium 3 mass fraction
#10) X(^12C): the carbon 12 mass fraction
#11) X(^14N): the nitrogen 14 mass fraction
#12) X(^16O): the oxygen 16 mass fraction
#
# Lsun 3.8418E+33
# Rsun 6.9598E+10
# The Table begins here.
#
#
#  M/Msun    R/Rsun      T         Rho        P        L/Lsun      X        Y        He3      C12       N14       O16
 0.5269693  0.26618  7.544e+06  1.753e+01  1.772e+16  0.99364  0.70308  0.27544  2.71e-03  3.19e-03  9.47e-04  8.77e-03  
 0.5303870  0.26747  7.513e+06  1.729e+01  1.740e+16  0.99400  0.70325  0.27521  2.78e-03  3.19e-03  9.47e-04  8.77e-03  
 0.5338035  0.26877  7.482e+06  1.704e+01  1.708e+16  0.99434  0.70341  0.27498  2.84e-03  3.19e-03  9.46e-04  8.77e-03  
 0.5372137  0.27008  7.451e+06  1.680e+01  1.677e+16  0.99468  0.70357  0.27476  2.90e-03  3.19e-03  9.46e-04  8.77e-03  
 0.5406267  0.27139  7.420e+06  1.656e+01  1.647e+16  0.99499  0.70373  0.27455  2.96e-03  3.19e-03  9.46e-04  8.77e-03  
 0.5440375  0.27270  7.390e+06  1.632e+01  1.617e+16  0.99529  0.70388  0.27435  3.01e-03  3.19e-03  9.46e-04  8.76e-03  
 0.5474457  0.27402  7.359e+06  1.609e+01  1.587e+16  0.99558  0.70403  0.27416  3.06e-03  3.19e-03  9.46e-04  8.76e-03  
 0.5508560  0.27535  7.329e+06  1.586e+01  1.557e+16  0.99585  0.70418  0.27397  3.09e-03  3.19e-03  9.46e-04  8.76e-03  
 0.5542582  0.27668  7.298e+06  1.562e+01  1.528e+16  0.99610  0.70433  0.27380  3.12e-03  3.19e-03  9.45e-04  8.76e-03  
 0.5576620  0.27802  7.268e+06  1.539e+01  1.500e+16  0.99634  0.70448  0.27363  3.14e-03  3.19e-03  9.45e-04  8.76e-03  
 0.5610570  0.27937  7.237e+06  1.517e+01  1.471e+16  0.99657  0.70463  0.27348  3.15e-03  3.19e-03  9.45e-04  8.76e-03  
 0.5644529  0.28072  7.207e+06  1.494e+01  1.444e+16  0.99678  0.70478  0.27333  3.16e-03  3.19e-03  9.45e-04  8.76e-03  
 0.5678393  0.28207  7.177e+06  1.472e+01  1.416e+16  0.99698  0.70492  0.27319  3.15e-03  3.19e-03  9.45e-04  8.75e-03  
 0.5712211  0.28343  7.146e+06  1.450e+01  1.389e+16  0.99717  0.70507  0.27306  3.14e-03  3.19e-03  9.45e-04  8.75e-03  
 0.5745977  0.28479  7.116e+06  1.428e+01  1.363e+16  0.99734  0.70522  0.27294  3.12e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5779689  0.28616  7.086e+06  1.407e+01  1.336e+16  0.99750  0.70536  0.27282  3.09e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5813292  0.28754  7.056e+06  1.385e+01  1.311e+16  0.99765  0.70551  0.27272  3.05e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5846834  0.28892  7.026e+06  1.364e+01  1.285e+16  0.99780  0.70565  0.27262  3.01e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5880260  0.29030  6.997e+06  1.343e+01  1.260e+16  0.99793  0.70580  0.27252  2.96e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5913617  0.29169  6.967e+06  1.323e+01  1.236e+16  0.99805  0.70595  0.27244  2.91e-03  3.19e-03  9.44e-04  8.75e-03  
 0.5946850  0.29308  6.937e+06  1.302e+01  1.212e+16  0.99816  0.70609  0.27235  2.85e-03  3.19e-03  9.44e-04  8.74e-03  
 0.5980006  0.29447  6.908e+06  1.282e+01  1.188e+16  0.99827  0.70623  0.27227  2.79e-03  3.19e-03  9.43e-04  8.74e-03  
 0.6012979  0.29587  6.879e+06  1.262e+01  1.165e+16  0.99837  0.70637  0.27220  2.72e-03  3.18e-03  9.43e-04  8.74e-03  
 0.6045920  0.29727  6.849e+06  1.242e+01  1.142e+16  0.99846  0.70652  0.27213  2.66e-03  3.18e-03  9.43e-04  8.74e-03  
 0.6078668  0.29868  6.820e+06  1.223e+01  1.119e+16  0.99855  0.70666  0.27206  2.59e-03  3.18e-03  9.43e-04  8.74e-03  
 0.6111272  0.30009  6.791e+06  1.204e+01  1.097e+16  0.99863  0.70679  0.27199  2.52e-03  3.18e-03  9.43e-04  8.74e-03  
 0.6143780  0.30150  6.762e+06  1.185e+01  1.075e+16  0.99871  0.70693  0.27193  2.45e-03  3.18e-03  9.43e-04  8.74e-03  
 0.6176136  0.30291  6.733e+06  1.166e+01  1.054e+16  0.99878  0.70706  0.27187  2.38e-03  3.18e-03  9.43e-04  8.73e-03  
 0.6208336  0.30433  6.705e+06  1.148e+01  1.033e+16  0.99885  0.70720  0.27181  2.31e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6240429  0.30575  6.676e+06  1.130e+01  1.012e+16  0.99891  0.70733  0.27175  2.24e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6272357  0.30718  6.648e+06  1.112e+01  9.918e+15  0.99898  0.70746  0.27169  2.17e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6304116  0.30860  6.619e+06  1.094e+01  9.719e+15  0.99903  0.70758  0.27163  2.10e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6335702  0.31003  6.591e+06  1.077e+01  9.524e+15  0.99909  0.70771  0.27158  2.04e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6367167  0.31146  6.563e+06  1.059e+01  9.332e+15  0.99914  0.70783  0.27152  1.97e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6398451  0.31290  6.535e+06  1.042e+01  9.144e+15  0.99919  0.70795  0.27147  1.91e-03  3.18e-03  9.42e-04  8.73e-03  
 0.6429607  0.31434  6.507e+06  1.026e+01  8.959e+15  0.99923  0.70807  0.27142  1.84e-03  3.18e-03  9.42e-04  8.72e-03  
 0.6460573  0.31578  6.480e+06  1.009e+01  8.778e+15  0.99928  0.70819  0.27136  1.78e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6491346  0.31722  6.452e+06  9.928e+00  8.600e+15  0.99932  0.70830  0.27131  1.72e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6521980  0.31866  6.425e+06  9.767e+00  8.425e+15  0.99936  0.70841  0.27126  1.67e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6552470  0.32011  6.398e+06  9.609e+00  8.254e+15  0.99940  0.70852  0.27121  1.61e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6582757  0.32156  6.370e+06  9.453e+00  8.085e+15  0.99943  0.70863  0.27116  1.55e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6612892  0.32302  6.343e+06  9.299e+00  7.920e+15  0.99947  0.70874  0.27111  1.50e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6642873  0.32447  6.316e+06  9.147e+00  7.759e+15  0.99950  0.70884  0.27106  1.45e-03  3.18e-03  9.41e-04  8.72e-03  
 0.6672639  0.32593  6.290e+06  8.998e+00  7.600e+15  0.99953  0.70894  0.27101  1.40e-03  3.18e-03  9.40e-04  8.72e-03  
 0.6702303  0.32739  6.263e+06  8.851e+00  7.444e+15  0.99956  0.70904  0.27096  1.35e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6731744  0.32885  6.236e+06  8.706e+00  7.291e+15  0.99959  0.70914  0.27091  1.31e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6761017  0.33032  6.210e+06  8.563e+00  7.141e+15  0.99961  0.70924  0.27086  1.26e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6790120  0.33179  6.183e+06  8.422e+00  6.994e+15  0.99964  0.70933  0.27081  1.22e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6819049  0.33326  6.157e+06  8.283e+00  6.850e+15  0.99966  0.70942  0.27076  1.18e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6847799  0.33473  6.131e+06  8.146e+00  6.709e+15  0.99969  0.70951  0.27071  1.14e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6876369  0.33620  6.105e+06  8.012e+00  6.570e+15  0.99971  0.70960  0.27067  1.10e-03  3.17e-03  9.40e-04  8.71e-03  
 0.6904755  0.33768  6.079e+06  7.879e+00  6.435e+15  0.99973  0.70969  0.27062  1.06e-03  3.17e-03  9.39e-04  8.71e-03  
 0.6932954  0.33916  6.054e+06  7.748e+00  6.301e+15  0.99975  0.70978  0.27057  1.02e-03  3.17e-03  9.39e-04  8.70e-03  
 0.6961023  0.34065  6.028e+06  7.620e+00  6.171e+15  0.99977  0.70986  0.27052  9.89e-04  3.17e-03  9.39e-04  8.70e-03  
 0.6988838  0.34213  6.003e+06  7.493e+00  6.042e+15  0.99978  0.70995  0.27047  9.56e-04  3.17e-03  9.39e-04  8.70e-03  
 0.7016516  0.34362  5.977e+06  7.368e+00  5.917e+15  0.99980  0.71003  0.27043  9.23e-04  3.17e-03  9.39e-04  8.70e-03  
 0.7044058  0.34511  5.952e+06  7.245e+00  5.794e+15  0.99982  0.71011  0.27038  8.92e-04  3.17e-03  9.39e-04  8.70e-03  
 0.7071397  0.34660  5.927e+06  7.124e+00  5.673e+15  0.99983  0.71019  0.27033  8.62e-04  3.17e-03  9.39e-04  8.70e-03  
 0.7098530  0.34810  5.902e+06  7.005e+00  5.555e+15  0.99985  0.71027  0.27028  8.33e-04  3.17e-03  9.39e-04  8.70e-03  
 0.7125516  0.34960  5.877e+06  6.888e+00  5.439e+15  0.99986  0.71035  0.27024  8.05e-04  3.17e-03  9.38e-04  8.70e-03  
 0.7152292  0.35110  5.852e+06  6.772e+00  5.325e+15  0.99987  0.71042  0.27019  7.78e-04  3.17e-03  9.38e-04  8.70e-03  
 0.7178915  0.35260  5.827e+06  6.658e+00  5.214e+15  0.99989  0.71050  0.27014  7.52e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7205322  0.35410  5.803e+06  6.546e+00  5.105e+15  0.99990  0.71057  0.27010  7.26e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7231571  0.35561  5.778e+06  6.436e+00  4.998e+15  0.99991  0.71065  0.27005  7.02e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7257661  0.35712  5.754e+06  6.327e+00  4.893e+15  0.99992  0.71072  0.27000  6.79e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7283589  0.35864  5.730e+06  6.221e+00  4.790e+15  0.99993  0.71079  0.26996  6.57e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7309289  0.36015  5.706e+06  6.115e+00  4.689e+15  0.99994  0.71086  0.26991  6.35e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7334822  0.36167  5.682e+06  6.012e+00  4.591e+15  0.99995  0.71093  0.26987  6.15e-04  3.17e-03  9.38e-04  8.69e-03  
 0.7360185  0.36319  5.658e+06  5.910e+00  4.494e+15  0.99996  0.71100  0.26982  5.95e-04  3.17e-03  9.37e-04  8.69e-03  
 0.7385377  0.36472  5.634e+06  5.809e+00  4.399e+15  0.99996  0.71106  0.26977  5.75e-04  3.16e-03  9.37e-04  8.69e-03  
 0.7410395  0.36624  5.610e+06  5.711e+00  4.306e+15  0.99997  0.71113  0.26973  5.57e-04  3.16e-03  9.37e-04  8.69e-03  
 0.7435235  0.36777  5.586e+06  5.614e+00  4.215e+15  0.99998  0.71120  0.26968  5.39e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7459897  0.36930  5.563e+06  5.518e+00  4.126e+15  0.99999  0.71126  0.26964  5.22e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7484378  0.37084  5.540e+06  5.424e+00  4.039e+15  0.99999  0.71132  0.26959  5.05e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7508676  0.37237  5.516e+06  5.331e+00  3.953e+15  1.00000  0.71139  0.26955  4.90e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7532789  0.37391  5.493e+06  5.240e+00  3.869e+15  1.00000  0.71145  0.26950  4.74e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7556711  0.37545  5.470e+06  5.150e+00  3.787e+15  1.00001  0.71151  0.26946  4.60e-04  3.16e-03  9.37e-04  8.68e-03  
 0.7580512  0.37700  5.447e+06  5.062e+00  3.707e+15  1.00001  0.71157  0.26941  4.46e-04  3.16e-03  9.36e-04  8.68e-03  
 0.7604119  0.37855  5.424e+06  4.975e+00  3.628e+15  1.00002  0.71163  0.26937  4.32e-04  3.16e-03  9.36e-04  8.68e-03  
 0.7627532  0.38010  5.401e+06  4.890e+00  3.551e+15  1.00002  0.71170  0.26932  4.19e-04  3.16e-03  9.36e-04  8.68e-03  
 0.7650816  0.38165  5.379e+06  4.806e+00  3.475e+15  1.00003  0.71175  0.26928  4.06e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7673901  0.38320  5.356e+06  4.723e+00  3.401e+15  1.00003  0.71181  0.26923  3.94e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7696786  0.38476  5.334e+06  4.642e+00  3.329e+15  1.00003  0.71187  0.26919  3.83e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7719534  0.38632  5.311e+06  4.562e+00  3.258e+15  1.00004  0.71193  0.26914  3.71e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7742079  0.38789  5.289e+06  4.483e+00  3.188e+15  1.00004  0.71199  0.26910  3.61e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7764484  0.38945  5.267e+06  4.406e+00  3.120e+15  1.00004  0.71204  0.26905  3.50e-04  3.16e-03  9.36e-04  8.67e-03  
 0.7786681  0.39102  5.245e+06  4.330e+00  3.053e+15  1.00005  0.71210  0.26901  3.40e-04  3.16e-03  9.35e-04  8.67e-03  
 0.7808735  0.39259  5.223e+06  4.255e+00  2.988e+15  1.00005  0.71216  0.26897  3.31e-04  3.16e-03  9.35e-04  8.67e-03  
 0.7830647  0.39417  5.201e+06  4.181e+00  2.924e+15  1.00005  0.71221  0.26892  3.22e-04  3.16e-03  9.35e-04  8.67e-03  
 0.7852343  0.39574  5.179e+06  4.108e+00  2.862e+15  1.00005  0.71227  0.26888  3.13e-04  3.16e-03  9.35e-04  8.67e-03  
 0.7873892  0.39732  5.157e+06  4.037e+00  2.800e+15  1.00006  0.71232  0.26883  3.04e-04  3.16e-03  9.35e-04  8.66e-03  
 0.7895292  0.39891  5.136e+06  3.967e+00  2.740e+15  1.00006  0.71238  0.26879  2.96e-04  3.16e-03  9.35e-04  8.66e-03  
 0.7916541  0.40049  5.114e+06  3.898e+00  2.681e+15  1.00006  0.71243  0.26874  2.88e-04  3.16e-03  9.35e-04  8.66e-03  
 0.7937570  0.40208  5.093e+06  3.830e+00  2.624e+15  1.00006  0.71248  0.26870  2.81e-04  3.16e-03  9.35e-04  8.66e-03  
 0.7958443  0.40367  5.071e+06  3.764e+00  2.567e+15  1.00006  0.71254  0.26866  2.74e-04  3.16e-03  9.35e-04  8.66e-03  
 0.7979162  0.40526  5.050e+06  3.698e+00  2.512e+15  1.00006  0.71259  0.26861  2.67e-04  3.15e-03  9.34e-04  8.66e-03  
 0.7999723  0.40686  5.029e+06  3.634e+00  2.458e+15  1.00007  0.71264  0.26857  2.60e-04  3.15e-03  9.34e-04  8.66e-03  
 0.8020127  0.40846  5.008e+06  3.570e+00  2.405e+15  1.00007  0.71270  0.26853  2.53e-04  3.15e-03  9.34e-04  8.66e-03  
 0.8040299  0.41006  4.987e+06  3.508e+00  2.353e+15  1.00007  0.71275  0.26848  2.47e-04  3.15e-03  9.34e-04  8.66e-03  
 0.8060381  0.41167  4.966e+06  3.447e+00  2.302e+15  1.00007  0.71280  0.26844  2.41e-04  3.15e-03  9.34e-04  8.66e-03  
 0.8080301  0.41327  4.945e+06  3.386e+00  2.253e+15  1.00007  0.71285  0.26839  2.36e-04  3.15e-03  9.34e-04  8.65e-03  
 0.8100056  0.41489  4.924e+06  3.327e+00  2.204e+15  1.00007  0.71290  0.26835  2.30e-04  3.15e-03  9.34e-04  8.65e-03  
 0.8119645  0.41650  4.904e+06  3.269e+00  2.156e+15  1.00007  0.71295  0.26831  2.25e-04  3.15e-03  9.34e-04  8.65e-03  
 0.8139068  0.41812  4.883e+06  3.211e+00  2.110e+15  1.00007  0.71300  0.26826  2.20e-04  3.15e-03  9.34e-04  8.65e-03  
 0.8158321  0.41974  4.863e+06  3.155e+00  2.064e+15  1.00007  0.71305  0.26822  2.15e-04  3.15e-03  9.34e-04  8.65e-03  
 0.8177406  0.42136  4.842e+06  3.100e+00  2.019e+15  1.00007  0.71310  0.26818  2.10e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8196390  0.42298  4.822e+06  3.045e+00  1.976e+15  1.00007  0.71315  0.26813  2.06e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8215202  0.42461  4.802e+06  2.992e+00  1.933e+15  1.00007  0.71320  0.26809  2.01e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8233840  0.42624  4.782e+06  2.939e+00  1.891e+15  1.00007  0.71325  0.26805  1.97e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8252304  0.42788  4.762e+06  2.887e+00  1.850e+15  1.00007  0.71330  0.26801  1.93e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8270662  0.42951  4.742e+06  2.836e+00  1.810e+15  1.00007  0.71335  0.26796  1.90e-04  3.15e-03  9.33e-04  8.65e-03  
 0.8288844  0.43115  4.722e+06  2.786e+00  1.771e+15  1.00007  0.71340  0.26792  1.86e-04  3.15e-03  9.33e-04  8.64e-03  
 0.8306847  0.43279  4.702e+06  2.737e+00  1.732e+15  1.00007  0.71345  0.26788  1.82e-04  3.15e-03  9.33e-04  8.64e-03  
 0.8324742  0.43444  4.682e+06  2.689e+00  1.694e+15  1.00007  0.71349  0.26783  1.79e-04  3.15e-03  9.33e-04  8.64e-03  
 0.8342456  0.43609  4.663e+06  2.642e+00  1.658e+15  1.00007  0.71354  0.26779  1.76e-04  3.15e-03  9.33e-04  8.64e-03  
 0.8360062  0.43774  4.643e+06  2.595e+00  1.622e+15  1.00007  0.71359  0.26775  1.73e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8377483  0.43939  4.624e+06  2.549e+00  1.586e+15  1.00007  0.71364  0.26771  1.70e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8394793  0.44105  4.604e+06  2.504e+00  1.552e+15  1.00007  0.71369  0.26766  1.67e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8411918  0.44271  4.585e+06  2.460e+00  1.518e+15  1.00007  0.71373  0.26762  1.64e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8428856  0.44438  4.566e+06  2.416e+00  1.485e+15  1.00007  0.71378  0.26758  1.61e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8445753  0.44604  4.546e+06  2.373e+00  1.452e+15  1.00007  0.71383  0.26753  1.59e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8462461  0.44771  4.527e+06  2.331e+00  1.421e+15  1.00007  0.71387  0.26749  1.56e-04  3.15e-03  9.32e-04  8.64e-03  
 0.8478978  0.44938  4.508e+06  2.290e+00  1.390e+15  1.00007  0.71392  0.26745  1.54e-04  3.15e-03  9.32e-04  8.63e-03  
 0.8495379  0.45106  4.489e+06  2.249e+00  1.359e+15  1.00007  0.71397  0.26741  1.52e-04  3.15e-03  9.32e-04  8.63e-03  
 0.8511662  0.45274  4.470e+06  2.209e+00  1.330e+15  1.00007  0.71401  0.26736  1.50e-04  3.15e-03  9.32e-04  8.63e-03  
 0.8527826  0.45442  4.452e+06  2.170e+00  1.301e+15  1.00007  0.71406  0.26732  1.48e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8543796  0.45610  4.433e+06  2.131e+00  1.272e+15  1.00007  0.71411  0.26728  1.46e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8559645  0.45779  4.414e+06  2.093e+00  1.244e+15  1.00007  0.71415  0.26724  1.44e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8575373  0.45948  4.396e+06  2.056e+00  1.217e+15  1.00007  0.71420  0.26719  1.42e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8590904  0.46117  4.377e+06  2.020e+00  1.190e+15  1.00007  0.71425  0.26715  1.40e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8606387  0.46287  4.359e+06  1.984e+00  1.164e+15  1.00007  0.71429  0.26711  1.38e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8621671  0.46457  4.340e+06  1.948e+00  1.139e+15  1.00007  0.71434  0.26707  1.37e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8636830  0.46627  4.322e+06  1.914e+00  1.114e+15  1.00007  0.71438  0.26702  1.35e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8651865  0.46798  4.304e+06  1.880e+00  1.089e+15  1.00007  0.71443  0.26698  1.34e-04  3.14e-03  9.31e-04  8.63e-03  
 0.8666772  0.46968  4.285e+06  1.846e+00  1.065e+15  1.00007  0.71448  0.26694  1.32e-04  3.14e-03  9.31e-04  8.62e-03  
 0.8681554  0.47140  4.267e+06  1.813e+00  1.042e+15  1.00007  0.71452  0.26690  1.31e-04  3.14e-03  9.31e-04  8.62e-03  
 0.8696131  0.47311  4.249e+06  1.781e+00  1.019e+15  1.00007  0.71457  0.26685  1.30e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8710656  0.47483  4.231e+06  1.749e+00  9.967e+14  1.00006  0.71461  0.26681  1.28e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8725052  0.47655  4.213e+06  1.718e+00  9.748e+14  1.00006  0.71466  0.26677  1.27e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8739318  0.47827  4.196e+06  1.687e+00  9.534e+14  1.00006  0.71470  0.26673  1.26e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8753377  0.48000  4.178e+06  1.657e+00  9.324e+14  1.00006  0.71475  0.26668  1.25e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8767381  0.48173  4.160e+06  1.627e+00  9.119e+14  1.00006  0.71479  0.26664  1.24e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8781254  0.48346  4.142e+06  1.598e+00  8.918e+14  1.00006  0.71484  0.26660  1.23e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8794994  0.48520  4.125e+06  1.570e+00  8.722e+14  1.00006  0.71489  0.26655  1.22e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8808601  0.48694  4.107e+06  1.541e+00  8.530e+14  1.00006  0.71493  0.26651  1.21e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8822074  0.48868  4.090e+06  1.514e+00  8.342e+14  1.00006  0.71498  0.26647  1.20e-04  3.14e-03  9.30e-04  8.62e-03  
 0.8835412  0.49043  4.072e+06  1.487e+00  8.158e+14  1.00006  0.71502  0.26643  1.19e-04  3.14e-03  9.30e-04  8.61e-03  
 0.8848693  0.49217  4.055e+06  1.460e+00  7.978e+14  1.00006  0.71507  0.26638  1.18e-04  3.14e-03  9.30e-04  8.61e-03  
 0.8861838  0.49392  4.038e+06  1.434e+00  7.802e+14  1.00006  0.71511  0.26634  1.18e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8874847  0.49568  4.021e+06  1.408e+00  7.630e+14  1.00006  0.71516  0.26630  1.17e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8887719  0.49744  4.003e+06  1.383e+00  7.461e+14  1.00006  0.71520  0.26626  1.16e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8900453  0.49920  3.986e+06  1.358e+00  7.296e+14  1.00006  0.71525  0.26621  1.15e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8913127  0.50096  3.969e+06  1.334e+00  7.135e+14  1.00006  0.71529  0.26617  1.15e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8925583  0.50273  3.952e+06  1.310e+00  6.977e+14  1.00006  0.71533  0.26613  1.14e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8938058  0.50450  3.935e+06  1.286e+00  6.823e+14  1.00005  0.71538  0.26609  1.13e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8950314  0.50627  3.918e+06  1.263e+00  6.672e+14  1.00005  0.71542  0.26604  1.13e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8962507  0.50804  3.902e+06  1.241e+00  6.525e+14  1.00005  0.71547  0.26600  1.12e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8974560  0.50982  3.885e+06  1.218e+00  6.380e+14  1.00005  0.71551  0.26596  1.12e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8986471  0.51160  3.868e+06  1.197e+00  6.239e+14  1.00005  0.71556  0.26591  1.11e-04  3.14e-03  9.29e-04  8.61e-03  
 0.8998320  0.51339  3.852e+06  1.175e+00  6.101e+14  1.00005  0.71560  0.26587  1.11e-04  3.14e-03  9.29e-04  8.61e-03  
 0.9010104  0.51518  3.835e+06  1.154e+00  5.966e+14  1.00005  0.71565  0.26583  1.10e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9021665  0.51697  3.818e+06  1.133e+00  5.834e+14  1.00005  0.71570  0.26579  1.10e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9033164  0.51876  3.802e+06  1.113e+00  5.704e+14  1.00005  0.71574  0.26574  1.09e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9044596  0.52056  3.785e+06  1.093e+00  5.578e+14  1.00005  0.71579  0.26570  1.09e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9055884  0.52236  3.769e+06  1.073e+00  5.454e+14  1.00005  0.71583  0.26566  1.09e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9067027  0.52416  3.753e+06  1.054e+00  5.333e+14  1.00005  0.71588  0.26561  1.08e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9078104  0.52597  3.736e+06  1.035e+00  5.215e+14  1.00005  0.71592  0.26557  1.08e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9089115  0.52777  3.720e+06  1.016e+00  5.099e+14  1.00005  0.71597  0.26553  1.08e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9099979  0.52958  3.704e+06  9.982e-01  4.986e+14  1.00005  0.71601  0.26548  1.07e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9110696  0.53140  3.688e+06  9.802e-01  4.875e+14  1.00005  0.71606  0.26544  1.07e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9121346  0.53322  3.672e+06  9.626e-01  4.767e+14  1.00005  0.71610  0.26540  1.07e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9131928  0.53504  3.656e+06  9.453e-01  4.661e+14  1.00004  0.71615  0.26535  1.06e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9142361  0.53686  3.640e+06  9.283e-01  4.557e+14  1.00004  0.71619  0.26531  1.06e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9152726  0.53869  3.624e+06  9.117e-01  4.456e+14  1.00004  0.71623  0.26527  1.06e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9162942  0.54051  3.608e+06  8.953e-01  4.357e+14  1.00004  0.71628  0.26522  1.05e-04  3.13e-03  9.28e-04  8.60e-03  
 0.9173089  0.54235  3.592e+06  8.792e-01  4.260e+14  1.00004  0.71632  0.26518  1.05e-04  3.13e-03  9.27e-04  8.59e-03  
